"Airline","Date_of_Journey","Source","Destination","Dep_Time","Duration","Total_Stops","Price"
"Air India","2019-05-27","Delhi","Cochin","22:00:00",1275,"2 stops",10231
"IndiGo","2019-05-27","Delhi","Cochin","05:05:00",425,"1 stop",6600
"Jet Airways","2019-05-27","Delhi","Cochin","15:00:00",1680,"1 stop",12898
"IndiGo","2019-05-27","Banglore","Delhi","07:10:00",175,"non-stop",4823
"Jet Airways","2019-05-27","Delhi","Cochin","09:00:00",1165,"1 stop",12898
"Jet Airways","2019-05-27","Delhi","Cochin","19:45:00",520,"1 stop",12898
"Air India","2019-05-27","Delhi","Cochin","17:40:00",320,"1 stop",7174
"Jet Airways","2019-05-27","Delhi","Cochin","19:10:00",1430,"2 stops",15129
"SpiceJet","2019-05-27","Delhi","Cochin","06:05:00",315,"1 stop",6749
"Air India","2019-05-27","Banglore","Delhi","13:20:00",170,"non-stop",5228
"IndiGo","2019-05-27","Banglore","Delhi","06:05:00",165,"non-stop",4423
"Air Asia","2019-05-27","Delhi","Cochin","16:45:00",340,"1 stop",6752
"Jet Airways","2019-05-27","Delhi","Cochin","22:50:00",335,"1 stop",12898
"Jet Airways","2019-05-27","Delhi","Cochin","21:50:00",1270,"1 stop",12898
"Jet Airways","2019-05-27","Delhi","Cochin","09:35:00",1620,"2 stops",12872
"Air India","2019-05-27","Delhi","Cochin","18:30:00",1485,"2 stops",12488
"SpiceJet","2019-05-27","Mumbai","Hyderabad","13:15:00",90,"non-stop",2385
"Air India","2019-05-27","Delhi","Cochin","17:40:00",955,"1 stop",7258
"Jet Airways","2019-05-27","Banglore","Delhi","07:10:00",180,"non-stop",4030
"Air India","2019-05-27","Delhi","Cochin","13:30:00",570,"1 stop",8907
"Air India","2019-05-27","Delhi","Cochin","10:55:00",1245,"2 stops",13643
"Vistara","2019-05-27","Banglore","Delhi","21:00:00",170,"non-stop",4668
"IndiGo","2019-05-27","Chennai","Kolkata","14:45:00",140,"non-stop",3597
"IndiGo","2019-05-27","Delhi","Cochin","10:35:00",625,"1 stop",6314
"SpiceJet","2019-05-27","Chennai","Kolkata","09:45:00",135,"non-stop",3597
"IndiGo","2019-05-27","Chennai","Kolkata","07:55:00",140,"non-stop",3850
"Jet Airways","2019-05-27","Delhi","Cochin","09:40:00",1615,"2 stops",13029
"Jet Airways","2019-05-27","Delhi","Cochin","02:15:00",1570,"1 stop",12898
"Multiple carriers","2019-05-27","Delhi","Cochin","14:00:00",690,"1 stop",6943
"Multiple carriers","2019-05-27","Delhi","Cochin","18:00:00",450,"1 stop",7198
"Jet Airways","2019-05-27","Delhi","Cochin","13:00:00",360,"1 stop",12898
"Air India","2019-05-27","Kolkata","Banglore","20:45:00",155,"non-stop",4145
"IndiGo","2019-05-27","Delhi","Cochin","11:25:00",845,"1 stop",6104
"Multiple carriers","2019-05-27","Delhi","Cochin","10:20:00",910,"1 stop",6795
"Multiple carriers","2019-05-27","Delhi","Cochin","09:00:00",615,"1 stop",15898
"SpiceJet","2019-05-27","Kolkata","Banglore","09:00:00",145,"non-stop",3841
"Vistara","2019-05-27","Banglore","Delhi","19:30:00",165,"non-stop",4878
"Air Asia","2019-05-27","Banglore","Delhi","04:55:00",170,"non-stop",3383
"Jet Airways","2019-05-27","Delhi","Cochin","23:05:00",1195,"2 stops",15129
"IndiGo","2019-05-27","Delhi","Cochin","16:10:00",380,"1 stop",6938
"Vistara","2019-05-27","Banglore","Delhi","17:00:00",155,"non-stop",4878
"Multiple carriers","2019-05-27","Delhi","Cochin","13:00:00",480,"1 stop",13587
"Multiple carriers","2019-05-27","Delhi","Cochin","06:40:00",755,"1 stop",8837
"SpiceJet","2019-05-27","Chennai","Kolkata","17:45:00",140,"non-stop",3597
"Jet Airways","2019-06-03","Delhi","Cochin","17:30:00",1575,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",935,"1 stop",16736
"IndiGo","2019-06-03","Delhi","Cochin","06:40:00",880,"2 stops",6610
"Multiple carriers","2019-06-03","Delhi","Cochin","08:55:00",725,"1 stop",15147
"IndiGo","2019-06-03","Delhi","Cochin","08:25:00",425,"1 stop",14871
"Air India","2019-06-03","Delhi","Cochin","17:40:00",875,"1 stop",11038
"Air India","2019-06-03","Mumbai","Hyderabad","05:30:00",560,"2 stops",13757
"Air India","2019-06-03","Banglore","New Delhi","11:50:00",1265,"1 stop",14594
"Multiple carriers","2019-06-03","Delhi","Cochin","13:55:00",700,"1 stop",15136
"Jet Airways","2019-06-03","Banglore","New Delhi","16:55:00",920,"1 stop",16736
"Jet Airways","2019-06-03","Mumbai","Hyderabad","13:05:00",1665,"2 stops",21375
"Air India","2019-06-03","Delhi","Cochin","19:45:00",1410,"2 stops",12646
"Multiple carriers","2019-06-03","Delhi","Cochin","07:10:00",540,"1 stop",7563
"Air India","2019-06-03","Delhi","Cochin","13:30:00",1125,"1 stop",11563
"IndiGo","2019-06-03","Delhi","Cochin","14:30:00",185,"non-stop",7673
"Jet Airways","2019-06-03","Delhi","Cochin","11:30:00",440,"1 stop",15400
"IndiGo","2019-06-03","Mumbai","Hyderabad","06:20:00",85,"non-stop",4784
"Vistara","2019-06-03","Mumbai","Hyderabad","07:30:00",745,"1 stop",12395
"Vistara","2019-06-03","Mumbai","Hyderabad","08:45:00",480,"1 stop",12395
"Multiple carriers","2019-06-03","Delhi","Cochin","07:30:00",705,"1 stop",15353
"Vistara","2019-06-03","Mumbai","Hyderabad","15:40:00",1065,"1 stop",12395
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",315,"1 stop",19225
"Multiple carriers","2019-06-03","Delhi","Cochin","06:40:00",755,"1 stop",15077
"Air India","2019-06-03","Delhi","Cochin","21:30:00",1305,"2 stops",11552
"SpiceJet","2019-06-03","Delhi","Cochin","08:45:00",270,"1 stop",8488
"Multiple carriers","2019-06-03","Delhi","Cochin","19:00:00",395,"1 stop",15147
"Jet Airways","2019-06-03","Delhi","Cochin","19:15:00",550,"1 stop",17024
"Air India","2019-06-03","Delhi","Cochin","09:00:00",615,"1 stop",15284
"Jet Airways","2019-06-03","Delhi","Cochin","13:00:00",925,"1 stop",15764
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",785,"1 stop",14815
"IndiGo","2019-06-03","Delhi","Cochin","16:00:00",300,"1 stop",7725
"IndiGo","2019-06-03","Chennai","Kolkata","22:05:00",140,"non-stop",5277
"SpiceJet","2019-06-03","Kolkata","Banglore","06:55:00",160,"non-stop",3850
"Air India","2019-06-03","Mumbai","Hyderabad","19:30:00",75,"non-stop",5462
"Air India","2019-06-03","Mumbai","Hyderabad","11:35:00",1910,"2 stops",17926
"IndiGo","2019-06-03","Chennai","Kolkata","13:20:00",135,"non-stop",7295
"Multiple carriers","2019-06-03","Delhi","Cochin","09:10:00",580,"1 stop",15135
"Air India","2019-06-03","Delhi","Cochin","19:45:00",1410,"2 stops",12646
"Air India","2019-06-03","Delhi","Cochin","13:05:00",1220,"2 stops",12865
"Jet Airways Business","2019-06-03","Delhi","Cochin","20:05:00",500,"2 stops",52285
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",340,"1 stop",19225
"IndiGo","2019-06-03","Delhi","Cochin","05:05:00",300,"1 stop",7894
"Jet Airways","2019-06-03","Delhi","Cochin","05:25:00",2300,"2 stops",16914
"Air India","2019-06-03","Mumbai","Hyderabad","12:00:00",1465,"1 stop",14408
"Vistara","2019-06-03","Mumbai","Hyderabad","21:55:00",1130,"1 stop",12395
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",640,"1 stop",13502
"Multiple carriers","2019-06-03","Delhi","Cochin","12:50:00",765,"1 stop",15147
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",1375,"1 stop",17471
"Air India","2019-06-03","Mumbai","Hyderabad","09:15:00",1440,"1 stop",9535
"Jet Airways","2019-06-03","Banglore","New Delhi","19:55:00",160,"non-stop",18308
"IndiGo","2019-06-03","Delhi","Cochin","02:00:00",345,"1 stop",8025
"Jet Airways","2019-06-03","Delhi","Cochin","21:50:00",395,"1 stop",13843
"Jet Airways","2019-06-03","Banglore","New Delhi","09:45:00",280,"1 stop",16757
"IndiGo","2019-06-03","Delhi","Cochin","16:00:00",575,"1 stop",14871
"Jet Airways","2019-06-03","Delhi","Cochin","13:55:00",870,"1 stop",15764
"Vistara","2019-06-03","Mumbai","Hyderabad","10:25:00",750,"1 stop",12395
"Air India","2019-06-03","Mumbai","Hyderabad","06:00:00",1630,"2 stops",13169
"IndiGo","2019-06-03","Delhi","Cochin","17:10:00",505,"1 stop",14871
"Jet Airways","2019-06-03","Delhi","Cochin","23:05:00",1240,"1 stop",17024
"Multiple carriers","2019-06-03","Delhi","Cochin","07:05:00",835,"1 stop",17267
"IndiGo","2019-06-03","Delhi","Cochin","07:35:00",265,"1 stop",7725
"IndiGo","2019-06-03","Delhi","Cochin","04:45:00",515,"1 stop",13611
"Multiple carriers","2019-06-03","Delhi","Cochin","08:25:00",625,"1 stop",15135
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",1210,"1 stop",16736
"Air India","2019-06-03","Kolkata","Banglore","14:15:00",150,"non-stop",4960
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",1365,"1 stop",14815
"IndiGo","2019-06-03","Delhi","Cochin","08:35:00",825,"1 stop",7514
"Air India","2019-06-03","Delhi","Cochin","12:00:00",435,"2 stops",11858
"IndiGo","2019-06-03","Delhi","Cochin","05:35:00",195,"non-stop",7673
"Multiple carriers","2019-06-03","Delhi","Cochin","04:00:00",890,"1 stop",13399
"Air Asia","2019-06-03","Kolkata","Banglore","10:20:00",155,"non-stop",4384
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",1290,"1 stop",17471
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",840,"1 stop",17261
"Jet Airways","2019-06-03","Delhi","Cochin","23:05:00",320,"1 stop",15764
"Jet Airways","2019-06-03","Delhi","Cochin","16:00:00",745,"1 stop",15764
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",625,"1 stop",16736
"Multiple carriers","2019-06-03","Delhi","Cochin","06:40:00",730,"1 stop",15135
"Air India","2019-06-03","Delhi","Cochin","08:00:00",675,"1 stop",15284
"Jet Airways","2019-06-03","Delhi","Cochin","09:00:00",1165,"1 stop",15764
"Jet Airways","2019-06-03","Delhi","Cochin","17:55:00",2070,"2 stops",17072
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",740,"1 stop",16736
"Multiple carriers","2019-06-03","Delhi","Cochin","13:00:00",480,"1 stop",15603
"IndiGo","2019-06-03","Delhi","Cochin","07:35:00",885,"1 stop",7094
"Jet Airways","2019-06-03","Mumbai","Hyderabad","14:20:00",1590,"2 stops",24115
"IndiGo","2019-06-03","Delhi","Cochin","15:00:00",635,"1 stop",14871
"Multiple carriers","2019-06-03","Delhi","Cochin","07:30:00",680,"1 stop",15411
"Jet Airways","2019-06-03","Delhi","Cochin","07:05:00",705,"1 stop",17234
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",1475,"1 stop",17261
"SpiceJet","2019-06-03","Delhi","Cochin","16:35:00",375,"1 stop",7185
"SpiceJet","2019-06-03","Chennai","Kolkata","09:30:00",155,"non-stop",7298
"Multiple carriers","2019-06-03","Delhi","Cochin","07:00:00",840,"1 stop",15603
"Jet Airways","2019-06-03","Banglore","New Delhi","20:35:00",830,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1090,"1 stop",13502
"Jet Airways","2019-06-03","Delhi","Cochin","19:45:00",520,"1 stop",15764
"Multiple carriers","2019-06-03","Delhi","Cochin","08:00:00",780,"1 stop",15078
"SpiceJet","2019-06-03","Chennai","Kolkata","17:45:00",140,"non-stop",7298
"Multiple carriers","2019-06-03","Delhi","Cochin","08:55:00",395,"1 stop",15147
"Multiple carriers","2019-06-03","Delhi","Cochin","11:30:00",440,"1 stop",15135
"Air India","2019-06-03","Mumbai","Hyderabad","06:00:00",1795,"2 stops",14219
"Vistara","2019-06-03","Mumbai","Hyderabad","11:55:00",1290,"1 stop",12395
"Air India","2019-06-03","Delhi","Cochin","06:50:00",1490,"2 stops",20416
"IndiGo","2019-06-03","Delhi","Cochin","08:25:00",755,"1 stop",14871
"Jet Airways","2019-06-03","Delhi","Cochin","07:05:00",1280,"1 stop",17234
"Multiple carriers","2019-06-03","Delhi","Cochin","11:35:00",565,"3 stops",21829
"Jet Airways","2019-06-03","Mumbai","Hyderabad","17:15:00",1415,"2 stops",22950
"Air India","2019-06-03","Delhi","Cochin","06:10:00",1565,"1 stop",11038
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",900,"1 stop",16736
"Multiple carriers","2019-06-03","Delhi","Cochin","15:05:00",630,"2 stops",21483
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",450,"1 stop",19225
"Vistara","2019-06-03","Delhi","Cochin","06:00:00",190,"non-stop",12411
"Jet Airways","2019-06-03","Delhi","Cochin","05:30:00",2295,"2 stops",15864
"Jet Airways","2019-06-03","Delhi","Cochin","11:30:00",440,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",805,"1 stop",16736
"Jet Airways","2019-06-03","Banglore","New Delhi","07:00:00",960,"1 stop",16736
"Multiple carriers","2019-06-03","Delhi","Cochin","07:10:00",850,"2 stops",7731
"Vistara","2019-06-03","Mumbai","Hyderabad","20:55:00",1560,"1 stop",12395
"IndiGo","2019-06-03","Delhi","Cochin","04:45:00",975,"1 stop",13611
"Jet Airways","2019-06-03","Banglore","New Delhi","07:00:00",730,"1 stop",16736
"Multiple carriers","2019-06-03","Delhi","Cochin","10:45:00",510,"1 stop",15077
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",1555,"1 stop",14815
"Air India","2019-06-03","Delhi","Cochin","04:00:00",1660,"1 stop",12940
"Vistara","2019-06-03","Mumbai","Hyderabad","08:45:00",850,"1 stop",12395
"Air India","2019-06-03","Mumbai","Hyderabad","20:15:00",780,"1 stop",9535
"Jet Airways","2019-06-03","Mumbai","Hyderabad","17:50:00",1380,"2 stops",20845
"Air Asia","2019-06-03","Kolkata","Banglore","22:50:00",150,"non-stop",4384
"Multiple carriers","2019-06-03","Delhi","Cochin","09:00:00",720,"1 stop",15136
"IndiGo","2019-06-03","Delhi","Cochin","14:20:00",480,"1 stop",7451
"Multiple carriers","2019-06-03","Delhi","Cochin","07:05:00",505,"1 stop",17267
"Jet Airways","2019-06-03","Banglore","New Delhi","07:00:00",325,"1 stop",22270
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",1995,"2 stops",16022
"Air India","2019-06-03","Mumbai","Hyderabad","09:40:00",1775,"2 stops",25139
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",375,"1 stop",19225
"Air Asia","2019-06-03","Kolkata","Banglore","19:35:00",150,"non-stop",4384
"IndiGo","2019-06-03","Delhi","Cochin","04:55:00",675,"1 stop",6171
"Multiple carriers","2019-06-03","Delhi","Cochin","09:00:00",390,"1 stop",15078
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",1475,"2 stops",19329
"Multiple carriers","2019-06-03","Delhi","Cochin","13:00:00",755,"1 stop",15136
"Air India","2019-06-03","Mumbai","Hyderabad","16:00:00",465,"1 stop",11678
"Multiple carriers","2019-06-03","Delhi","Cochin","09:00:00",390,"1 stop",15136
"Air India","2019-06-03","Delhi","Cochin","05:15:00",1535,"1 stop",11522
"Multiple carriers","2019-06-03","Delhi","Cochin","11:40:00",455,"1 stop",15353
"Jet Airways","2019-06-03","Mumbai","Hyderabad","10:20:00",90,"non-stop",8040
"Multiple carriers","2019-06-03","Delhi","Cochin","06:00:00",795,"1 stop",15353
"Air India","2019-06-03","Kolkata","Banglore","20:45:00",155,"non-stop",4435
"Multiple carriers","2019-06-03","Delhi","Cochin","10:20:00",510,"1 stop",15411
"Jet Airways","2019-06-03","Mumbai","Hyderabad","14:00:00",1610,"1 stop",19595
"IndiGo","2019-06-03","Delhi","Cochin","08:35:00",765,"2 stops",7682
"IndiGo","2019-06-03","Chennai","Kolkata","14:40:00",145,"non-stop",7295
"Jet Airways","2019-06-03","Banglore","New Delhi","07:00:00",685,"1 stop",16736
"GoAir","2019-06-03","Delhi","Cochin","10:25:00",535,"1 stop",8213
"Air India","2019-06-03","Mumbai","Hyderabad","19:00:00",850,"1 stop",12308
"Air India","2019-06-03","Chennai","Kolkata","11:40:00",135,"non-stop",9340
"Jet Airways","2019-06-03","Delhi","Cochin","05:25:00",1380,"2 stops",16389
"Air India","2019-06-03","Delhi","Cochin","18:05:00",185,"non-stop",7931
"Air India","2019-06-03","Mumbai","Hyderabad","13:30:00",205,"2 stops",18797
"Multiple carriers","2019-06-03","Delhi","Cochin","10:00:00",530,"1 stop",16497
"Multiple carriers","2019-06-03","Delhi","Cochin","07:30:00",680,"1 stop",15135
"IndiGo","2019-06-03","Kolkata","Banglore","22:10:00",165,"non-stop",4778
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1055,"1 stop",13502
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",845,"1 stop",16736
"Air India","2019-06-03","Mumbai","Hyderabad","06:10:00",905,"1 stop",16666
"Multiple carriers","2019-06-03","Delhi","Cochin","13:00:00",755,"1 stop",15603
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1310,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",615,"1 stop",16736
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",1455,"1 stop",17996
"Vistara","2019-06-03","Mumbai","Hyderabad","08:45:00",670,"1 stop",12395
"Multiple carriers","2019-06-03","Delhi","Cochin","13:55:00",425,"1 stop",15136
"IndiGo","2019-06-03","Delhi","Cochin","08:35:00",455,"1 stop",7514
"Multiple carriers","2019-06-03","Delhi","Cochin","18:00:00",455,"1 stop",16863
"Multiple carriers","2019-06-03","Delhi","Cochin","13:05:00",495,"2 stops",10759
"Multiple carriers","2019-06-03","Delhi","Cochin","06:00:00",570,"1 stop",15147
"IndiGo","2019-06-03","Delhi","Cochin","16:10:00",370,"1 stop",7205
"Multiple carriers","2019-06-03","Delhi","Cochin","08:00:00",450,"1 stop",17267
"IndiGo","2019-06-03","Delhi","Cochin","11:55:00",625,"1 stop",6442
"IndiGo","2019-06-03","Delhi","Cochin","06:40:00",400,"1 stop",14871
"Vistara","2019-06-03","Mumbai","Hyderabad","20:55:00",1190,"1 stop",12395
"Air India","2019-06-03","Mumbai","Hyderabad","10:00:00",825,"1 stop",11678
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",305,"1 stop",19225
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",640,"1 stop",17261
"Multiple carriers","2019-06-03","Delhi","Cochin","02:15:00",795,"1 stop",17057
"Jet Airways","2019-06-03","Mumbai","Hyderabad","17:00:00",1430,"1 stop",19595
"Air India","2019-06-03","Delhi","Cochin","17:15:00",970,"2 stops",9417
"Air India","2019-06-03","Delhi","Cochin","14:10:00",180,"non-stop",7931
"IndiGo","2019-06-03","Kolkata","Banglore","15:20:00",155,"non-stop",5618
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1045,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","11:30:00",1015,"1 stop",15764
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",900,"1 stop",14815
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",400,"1 stop",22270
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1090,"1 stop",14815
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",1305,"1 stop",17471
"IndiGo","2019-06-03","Mumbai","Hyderabad","15:45:00",435,"1 stop",7681
"Air India","2019-06-03","Mumbai","Hyderabad","16:50:00",5,"2 stops",17327
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",460,"1 stop",19225
"Multiple carriers","2019-06-03","Delhi","Cochin","04:00:00",690,"1 stop",13135
"Multiple carriers","2019-06-03","Delhi","Cochin","07:30:00",705,"1 stop",15077
"Jet Airways","2019-06-03","Delhi","Cochin","13:55:00",870,"1 stop",13843
"Jet Airways","2019-06-03","Delhi","Cochin","02:15:00",995,"1 stop",17024
"Multiple carriers","2019-06-03","Delhi","Cochin","17:45:00",470,"1 stop",15147
"IndiGo","2019-06-03","Kolkata","Banglore","17:15:00",160,"non-stop",5618
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",435,"1 stop",19225
"Jet Airways","2019-06-03","Delhi","Cochin","22:20:00",365,"1 stop",12583
"Multiple carriers","2019-06-03","Delhi","Cochin","13:00:00",480,"1 stop",15136
"IndiGo","2019-06-03","Delhi","Cochin","06:40:00",860,"1 stop",14871
"Multiple carriers","2019-06-03","Delhi","Cochin","09:45:00",385,"1 stop",10276
"IndiGo","2019-06-03","Delhi","Cochin","07:30:00",480,"1 stop",14871
"Jet Airways","2019-06-03","Delhi","Cochin","05:25:00",2300,"2 stops",16914
"Air India","2019-06-03","Delhi","Cochin","07:05:00",2170,"2 stops",11552
"Multiple carriers","2019-06-03","Delhi","Cochin","14:35:00",465,"1 stop",7563
"IndiGo","2019-06-03","Chennai","Kolkata","05:15:00",140,"non-stop",6482
"Air India","2019-06-03","Delhi","Cochin","05:55:00",1545,"2 stops",14641
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",1420,"1 stop",14815
"Air India","2019-06-03","Delhi","Cochin","20:40:00",765,"1 stop",12677
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",1400,"1 stop",13555
"Air India","2019-06-03","Banglore","New Delhi","11:50:00",480,"1 stop",14594
"IndiGo","2019-06-03","Delhi","Cochin","18:35:00",420,"1 stop",14871
"IndiGo","2019-06-03","Mumbai","Hyderabad","16:55:00",90,"non-stop",4784
"Air India","2019-06-03","Delhi","Cochin","20:30:00",705,"1 stop",10566
"IndiGo","2019-06-03","Delhi","Cochin","02:05:00",320,"1 stop",10851
"Air India","2019-06-03","Delhi","Cochin","17:20:00",965,"1 stop",12677
"IndiGo","2019-06-03","Delhi","Cochin","07:35:00",515,"1 stop",7094
"Jet Airways","2019-06-03","Delhi","Cochin","22:20:00",365,"1 stop",15764
"Air India","2019-06-03","Delhi","Cochin","05:00:00",2295,"2 stops",10283
"Multiple carriers","2019-06-03","Delhi","Cochin","07:05:00",855,"2 stops",7084
"Jet Airways","2019-06-03","Mumbai","Hyderabad","19:50:00",1260,"2 stops",24210
"IndiGo","2019-06-03","Kolkata","Banglore","21:25:00",160,"non-stop",4778
"Vistara","2019-06-03","Mumbai","Hyderabad","11:55:00",660,"1 stop",12395
"Jet Airways","2019-06-03","Delhi","Cochin","09:00:00",590,"1 stop",15400
"Air India","2019-06-03","Mumbai","Hyderabad","17:20:00",150,"2 stops",11972
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",1450,"1 stop",17471
"IndiGo","2019-06-03","Delhi","Cochin","02:35:00",355,"1 stop",13790
"Multiple carriers","2019-06-03","Delhi","Cochin","09:45:00",755,"1 stop",10276
"IndiGo","2019-06-03","Delhi","Cochin","07:30:00",810,"1 stop",14871
"Vistara","2019-06-03","Mumbai","Hyderabad","07:30:00",1555,"1 stop",12395
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1135,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",640,"1 stop",14815
"Jet Airways","2019-06-03","Delhi","Cochin","09:55:00",535,"1 stop",15400
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1425,"1 stop",17261
"Vistara","2019-06-03","Mumbai","Hyderabad","15:40:00",435,"1 stop",12395
"Multiple carriers","2019-06-03","Delhi","Cochin","15:15:00",620,"1 stop",15147
"Air India","2019-06-03","Delhi","Cochin","07:05:00",2170,"2 stops",11552
"Vistara","2019-06-03","Mumbai","Hyderabad","14:40:00",1125,"1 stop",12395
"Jet Airways","2019-06-03","Delhi","Cochin","18:15:00",610,"1 stop",17024
"Multiple carriers","2019-06-03","Delhi","Cochin","08:00:00",450,"1 stop",15078
"SpiceJet","2019-06-03","Kolkata","Banglore","22:20:00",140,"non-stop",3849
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1280,"1 stop",15025
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",435,"1 stop",19225
"IndiGo","2019-06-03","Delhi","Cochin","07:30:00",350,"1 stop",13628
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",760,"1 stop",16736
"Air India","2019-06-03","Delhi","Cochin","05:55:00",1545,"2 stops",15428
"Air India","2019-06-03","Mumbai","Hyderabad","21:05:00",80,"non-stop",5462
"Jet Airways","2019-06-03","Delhi","Cochin","08:00:00",1225,"1 stop",15974
"Jet Airways","2019-06-03","Delhi","Cochin","17:55:00",2070,"2 stops",15812
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",900,"1 stop",13502
"Trujet","2019-06-03","Mumbai","Hyderabad","13:05:00",195,"1 stop",4140
"Jet Airways","2019-06-03","Delhi","Cochin","09:00:00",1165,"1 stop",13843
"IndiGo","2019-06-03","Delhi","Cochin","06:40:00",940,"1 stop",6442
"Multiple carriers","2019-06-03","Delhi","Cochin","02:15:00",665,"1 stop",17057
"Air India","2019-06-03","Delhi","Cochin","05:55:00",800,"2 stops",13748
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",1350,"1 stop",17471
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",375,"1 stop",19225
"Air Asia","2019-06-03","Delhi","Cochin","20:10:00",660,"1 stop",8627
"Air India","2019-06-03","Delhi","Cochin","16:40:00",1595,"2 stops",12646
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",280,"1 stop",19225
"Jet Airways","2019-06-03","Banglore","New Delhi","20:35:00",1355,"1 stop",17471
"Jet Airways","2019-06-03","Delhi","Cochin","09:00:00",590,"1 stop",17024
"Jet Airways","2019-06-03","Delhi","Cochin","15:05:00",800,"1 stop",15764
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",1265,"1 stop",14815
"IndiGo","2019-06-03","Delhi","Cochin","11:55:00",565,"2 stops",6610
"Jet Airways","2019-06-03","Delhi","Cochin","08:00:00",1225,"1 stop",13843
"IndiGo","2019-06-03","Mumbai","Hyderabad","21:20:00",85,"non-stop",4784
"Air India","2019-06-03","Delhi","Cochin","07:05:00",2170,"2 stops",11552
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",1445,"1 stop",15025
"Air India","2019-06-03","Mumbai","Hyderabad","05:05:00",710,"2 stops",16697
"Multiple carriers","2019-06-03","Delhi","Cochin","07:10:00",910,"1 stop",7563
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",680,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","13:00:00",925,"1 stop",13843
"GoAir","2019-06-03","Delhi","Cochin","06:00:00",440,"1 stop",6393
"Multiple carriers","2019-06-03","Delhi","Cochin","08:55:00",595,"1 stop",15411
"Multiple carriers","2019-06-03","Delhi","Cochin","17:30:00",485,"1 stop",17057
"Vistara","2019-06-03","Mumbai","Hyderabad","21:55:00",690,"1 stop",12395
"Air India","2019-06-03","Delhi","Cochin","10:00:00",555,"1 stop",16439
"IndiGo","2019-06-03","Kolkata","Banglore","05:30:00",170,"non-stop",4778
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",1035,"1 stop",16736
"Air India","2019-06-03","Mumbai","Hyderabad","06:00:00",2245,"2 stops",13904
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",725,"1 stop",17261
